platform,brand,campaign_type,spend,impressions,clicks,orders,revenue,day_of_week,is_weekend,CTR,ROAS,CPC,is_risky
Blinkit,Sunfeast,Sponsored_Display,32373.44,397595,2584,55,9925.68,3,0,0.0065,0.31,12.53,1
Blinkit,Surf_Excel,Sponsored_Brands,41799.08,192750,4642,224,172267.88,2,0,0.0241,4.12,9.0,0
Blinkit,Sunfeast,Sponsored_Products,29078.99,203106,5628,351,64789.15,1,0,0.0277,2.23,5.17,1
Blinkit,Ariel,Sponsored_Display,32497.17,361927,2658,50,33855.19,2,0,0.0073,1.04,12.23,1
Zepto,Sunfeast,Sponsored_Display,23188.99,276412,2468,58,11705.54,0,0,0.0089,0.5,9.4,1
Swiggy,Sunfeast,Sponsored_Brands,26671.01,159326,3600,150,27889.1,5,1,0.0226,1.05,7.41,1
Blinkit,Oreo,Sponsored_Display,2201.65,23970,218,6,799.19,1,0,0.0091,0.36,10.1,1
Zepto,Cadbury,Sponsored_Products,32128.67,205310,7010,463,107338.68,0,0,0.0341,3.34,4.58,0
Zepto,Knorr,Sponsored_Brands,4531.64,20451,410,21,3590.54,1,0,0.02,0.79,11.05,1
Swiggy,Knorr,Sponsored_Brands,22033.22,136232,2510,107,16068.03,3,0,0.0184,0.73,8.78,1
Blinkit,Surf_Excel,Sponsored_Products,14986.43,114455,4179,459,351877.36,5,1,0.0365,23.48,3.59,0
Swiggy,Sunfeast,Sponsored_Brands,27498.68,143558,2760,106,17340.73,5,1,0.0192,0.63,9.96,1
Blinkit,Surf_Excel,Sponsored_Display,7104.11,92827,632,16,12324.01,3,0,0.0068,1.73,11.24,1
Zepto,Oreo,Sponsored_Display,34736.35,456424,4415,58,7665.05,5,1,0.0097,0.22,7.87,1
Zepto,Oreo,Sponsored_Products,39853.07,294429,8737,459,50276.13,3,0,0.0297,1.26,4.56,1
Zepto,Dove,Sponsored_Display,8586.05,94392,604,12,6583.26,0,0,0.0064,0.77,14.22,1
Zepto,Ariel,Sponsored_Products,5663.5,46024,1164,62,43372.33,4,0,0.0253,7.66,4.87,0
Swiggy,Oreo,Sponsored_Products,7703.02,60463,2030,141,17324.97,1,0,0.0336,2.25,3.79,1
Blinkit,Dove,Sponsored_Display,43917.81,588994,3642,83,43816.86,3,0,0.0062,1.0,12.06,1
Blinkit,Cadbury,Sponsored_Products,26645.37,196310,6847,653,168642.41,1,0,0.0349,6.33,3.89,0
Swiggy,Surf_Excel,Sponsored_Display,23629.42,309090,2523,51,40829.31,0,0,0.0082,1.73,9.37,1
Blinkit,Bingo,Sponsored_Brands,5782.24,29688,688,40,3420.17,4,0,0.0232,0.59,8.4,1
Zepto,Cadbury,Sponsored_Brands,32653.02,172738,3970,234,60956.71,0,0,0.023,1.87,8.22,1
Blinkit,Oreo,Sponsored_Products,43465.98,324913,10880,844,93564.06,5,1,0.0335,2.15,4.0,1
Zepto,Cadbury,Sponsored_Display,41495.2,474520,2895,62,16671.65,1,0,0.0061,0.4,14.33,1
Swiggy,Cadbury,Sponsored_Display,31489.71,389936,2950,70,18396.85,6,1,0.0076,0.58,10.67,1
Blinkit,Ariel,Sponsored_Brands,4226.3,23537,452,23,16009.24,4,0,0.0192,3.79,9.35,0
Swiggy,Ariel,Sponsored_Brands,6063.65,31337,630,21,15012.16,5,1,0.0201,2.48,9.62,1
Blinkit,Ariel,Sponsored_Display,2940.79,32206,199,6,3645.5,4,0,0.0062,1.24,14.78,1
Zepto,Cadbury,Sponsored_Products,13245.22,107207,4214,420,108055.65,5,1,0.0393,8.16,3.14,0
Swiggy,Oreo,Sponsored_Brands,7215.24,39027,841,47,5331.94,0,0,0.0215,0.74,8.58,1
Blinkit,Bingo,Sponsored_Products,13372.38,91697,3982,467,43715.83,3,0,0.0434,3.27,3.36,0
Zepto,Sunfeast,Sponsored_Products,19560.37,124677,4128,444,79904.81,1,0,0.0331,4.09,4.74,0
Swiggy,Cadbury,Sponsored_Brands,47177.65,259778,4640,147,40858.39,2,0,0.0179,0.87,10.17,1
Swiggy,Dove,Sponsored_Products,30713.61,294340,12013,941,495646.17,2,0,0.0408,16.14,2.56,0
Blinkit,Oreo,Sponsored_Products,41831.2,290435,11386,1035,121731.43,0,0,0.0392,2.91,3.67,1
Blinkit,Cadbury,Sponsored_Display,35662.4,449295,2934,51,13702.59,1,0,0.0065,0.38,12.15,1
Blinkit,Bingo,Sponsored_Products,6068.9,48072,1387,135,13376.09,1,0,0.0289,2.2,4.38,1
Zepto,Sunfeast,Sponsored_Display,36928.06,377838,3089,73,12009.07,0,0,0.0082,0.33,11.95,1
Blinkit,Ariel,Sponsored_Brands,14117.39,73006,1470,105,73940.12,1,0,0.0201,5.24,9.6,0
Swiggy,Oreo,Sponsored_Brands,32135.84,197965,3621,139,17750.13,3,0,0.0183,0.55,8.87,1
Swiggy,Knorr,Sponsored_Display,17377.62,211960,1852,41,6000.72,0,0,0.0087,0.35,9.38,1
Blinkit,Sunfeast,Sponsored_Brands,49884.78,247590,5115,329,55166.12,3,0,0.0207,1.11,9.75,1
Blinkit,Dove,Sponsored_Products,13545.8,108630,4850,410,242949.09,1,0,0.0446,17.94,2.79,0
Swiggy,Cadbury,Sponsored_Products,14316.96,131625,4806,442,114846.02,0,0,0.0365,8.02,2.98,0
Zepto,Bingo,Sponsored_Products,46568.28,356162,9281,946,95545.85,1,0,0.0261,2.05,5.02,1
Blinkit,Knorr,Sponsored_Brands,1719.9,8160,206,14,2260.18,0,0,0.0252,1.31,8.35,1
Blinkit,Bingo,Sponsored_Products,34986.1,278969,12310,1032,93096.73,1,0,0.0441,2.66,2.84,1
Swiggy,Knorr,Sponsored_Brands,36403.66,198385,3897,120,19267.63,3,0,0.0196,0.53,9.34,1
Blinkit,Oreo,Sponsored_Products,41900.74,313937,8609,494,57411.16,6,1,0.0274,1.37,4.87,1
Zepto,Knorr,Sponsored_Display,48734.75,629496,6271,100,13664.27,3,0,0.01,0.28,7.77,1
Swiggy,Dove,Sponsored_Brands,48792.29,317338,7382,419,228362.27,1,0,0.0233,4.68,6.61,0
Blinkit,Dove,Sponsored_Brands,3731.2,19940,393,28,14960.55,0,0,0.0197,4.01,9.49,0
Swiggy,Surf_Excel,Sponsored_Products,41181.05,358487,11025,769,543038.14,2,0,0.0308,13.19,3.74,0
Blinkit,Dove,Sponsored_Brands,32492.34,176017,3996,153,88990.9,3,0,0.0227,2.74,8.13,1
Blinkit,Sunfeast,Sponsored_Brands,32543.44,145958,3461,253,46369.62,3,0,0.0237,1.42,9.4,1
Blinkit,Knorr,Sponsored_Display,6853.32,89123,578,12,1760.64,5,1,0.0065,0.26,11.86,1
Zepto,Dove,Sponsored_Display,32684.26,422600,3562,78,43927.8,2,0,0.0084,1.34,9.18,1
Zepto,Oreo,Sponsored_Products,49132.89,388297,14039,956,128090.56,1,0,0.0362,2.61,3.5,1
Swiggy,Bingo,Sponsored_Display,45635.02,555128,3209,49,3938.91,6,1,0.0058,0.09,14.22,1
Blinkit,Ariel,Sponsored_Products,22236.97,185384,7184,513,363021.16,0,0,0.0388,16.33,3.1,0
Blinkit,Bingo,Sponsored_Products,2477.42,18010,590,47,4057.15,5,1,0.0328,1.64,4.2,1
Zepto,Surf_Excel,Sponsored_Products,18433.53,123924,3984,397,316487.08,1,0,0.0321,17.17,4.63,0
Blinkit,Bingo,Sponsored_Brands,41406.32,215824,3565,234,20424.65,4,0,0.0165,0.49,11.61,1
Zepto,Knorr,Sponsored_Display,35224.21,440564,2817,67,9530.59,6,1,0.0064,0.27,12.5,1
Blinkit,Surf_Excel,Sponsored_Products,23237.51,181387,6652,740,592904.98,3,0,0.0367,25.51,3.49,0
Swiggy,Knorr,Sponsored_Display,3227.53,52453,401,8,1232.23,4,0,0.0076,0.38,8.05,1
Blinkit,Oreo,Sponsored_Products,21631.29,185662,7069,484,60008.68,3,0,0.0381,2.77,3.06,1
Blinkit,Surf_Excel,Sponsored_Display,23716.73,278897,1626,33,25061.2,3,0,0.0058,1.06,14.59,1
Zepto,Cadbury,Sponsored_Display,46463.5,485028,4185,89,21560.39,4,0,0.0086,0.46,11.1,1
Blinkit,Sunfeast,Sponsored_Products,32233.76,240916,8293,831,143202.13,6,1,0.0344,4.44,3.89,0
Blinkit,Sunfeast,Sponsored_Brands,15926.82,87110,1226,58,11282.13,4,0,0.0141,0.71,12.99,1
Zepto,Knorr,Sponsored_Display,26503.25,330691,3374,68,11279.13,1,0,0.0102,0.43,7.86,1
Swiggy,Bingo,Sponsored_Brands,3769.74,19633,295,11,912.04,5,1,0.015,0.24,12.78,1
Swiggy,Ariel,Sponsored_Brands,48642.13,283463,6644,265,184628.95,5,1,0.0234,3.8,7.32,0
Zepto,Ariel,Sponsored_Products,18322.97,142052,4497,337,228084.66,4,0,0.0317,12.45,4.07,0
Zepto,Cadbury,Sponsored_Products,24154.43,192145,6125,606,144494.83,1,0,0.0319,5.98,3.94,0
Zepto,Surf_Excel,Sponsored_Products,18086.56,110376,2910,199,149461.03,5,1,0.0264,8.26,6.22,0
Zepto,Cadbury,Sponsored_Display,34284.33,378697,3292,78,18610.23,1,0,0.0087,0.54,10.41,1
Zepto,Cadbury,Sponsored_Products,33280.49,219209,8028,817,206095.65,1,0,0.0366,6.19,4.15,0
Swiggy,Bingo,Sponsored_Products,35908.45,313518,10934,542,51238.9,3,0,0.0349,1.43,3.28,1
Swiggy,Ariel,Sponsored_Display,13773.09,180595,1450,17,12983.29,5,1,0.008,0.94,9.5,1
Zepto,Surf_Excel,Sponsored_Display,16125.59,181921,1219,18,12810.01,5,1,0.0067,0.79,13.23,1
Blinkit,Oreo,Sponsored_Products,6699.94,51435,2304,213,27969.05,3,0,0.0448,4.17,2.91,0
Zepto,Bingo,Sponsored_Products,32947.74,232128,9853,772,73047.57,4,0,0.0424,2.22,3.34,1
Blinkit,Cadbury,Sponsored_Products,2469.96,21381,908,85,23906.43,3,0,0.0425,9.68,2.72,0
Zepto,Cadbury,Sponsored_Products,30085.28,242916,8507,621,163830.64,5,1,0.035,5.45,3.54,0
Zepto,Oreo,Sponsored_Brands,43549.95,211902,4382,251,28794.62,5,1,0.0207,0.66,9.94,1
Swiggy,Cadbury,Sponsored_Brands,44596.19,240113,6098,244,56255.93,6,1,0.0254,1.26,7.31,1
Blinkit,Cadbury,Sponsored_Products,22727.37,199631,8955,534,140620.66,4,0,0.0449,6.19,2.54,0
Blinkit,Cadbury,Sponsored_Brands,23235.53,120945,1789,107,26609.8,3,0,0.0148,1.15,12.99,1
Swiggy,Sunfeast,Sponsored_Display,4309.97,53301,376,7,1220.22,0,0,0.0071,0.28,11.46,1
Swiggy,Bingo,Sponsored_Brands,33702.87,165749,3065,97,8618.72,0,0,0.0185,0.26,11.0,1
Swiggy,Dove,Sponsored_Brands,41152.34,227692,5085,158,85809.89,4,0,0.0223,2.09,8.09,1
Swiggy,Bingo,Sponsored_Products,12610.43,123324,5237,269,25469.85,3,0,0.0425,2.02,2.41,1
Blinkit,Oreo,Sponsored_Brands,21354.39,103295,1636,63,6865.14,3,0,0.0158,0.32,13.05,1
Blinkit,Cadbury,Sponsored_Brands,42022.55,222643,4491,262,70379.97,1,0,0.0202,1.67,9.36,1
Zepto,Bingo,Sponsored_Brands,43917.46,193317,3662,180,16467.88,5,1,0.0189,0.37,11.99,1
Zepto,Sunfeast,Sponsored_Brands,12537.41,62011,872,48,8442.86,2,0,0.0141,0.67,14.38,1
Swiggy,Ariel,Sponsored_Display,27753.25,347980,2077,27,18542.61,6,1,0.006,0.67,13.36,1
Swiggy,Oreo,Sponsored_Products,10028.41,91920,3636,279,30773.64,4,0,0.0396,3.07,2.76,0
Swiggy,Knorr,Sponsored_Products,5543.0,44069,1278,114,16957.09,2,0,0.029,3.06,4.34,0
Zepto,Bingo,Sponsored_Display,45600.46,466044,4542,83,7228.65,2,0,0.0097,0.16,10.04,1
Zepto,Knorr,Sponsored_Brands,41115.12,190716,3110,200,26851.94,4,0,0.0163,0.65,13.22,1
Zepto,Cadbury,Sponsored_Display,38121.73,506027,4345,97,22913.57,3,0,0.0086,0.6,8.77,1
Zepto,Sunfeast,Sponsored_Brands,2913.93,13915,308,11,2090.27,4,0,0.0221,0.72,9.46,1
Zepto,Sunfeast,Sponsored_Display,42264.58,417670,2683,64,10426.59,2,0,0.0064,0.25,15.75,1
Zepto,Bingo,Sponsored_Products,22183.18,139443,5931,442,41626.46,5,1,0.0425,1.88,3.74,1
Zepto,Oreo,Sponsored_Products,17448.56,110335,3433,279,32894.36,6,1,0.0311,1.89,5.08,1
Swiggy,Oreo,Sponsored_Products,27550.58,210728,5897,320,39604.75,6,1,0.028,1.44,4.67,1
Swiggy,Sunfeast,Sponsored_Brands,5021.99,30714,574,34,5907.67,5,1,0.0187,1.18,8.75,1
Swiggy,Oreo,Sponsored_Brands,37954.0,196685,3811,224,28033.81,5,1,0.0194,0.74,9.96,1
Swiggy,Sunfeast,Sponsored_Display,29330.54,399068,3562,68,12978.62,3,0,0.0089,0.44,8.23,1
Zepto,Bingo,Sponsored_Display,9736.21,117705,780,11,932.8,0,0,0.0066,0.1,12.48,1
Blinkit,Dove,Sponsored_Products,9817.49,71683,2751,262,153860.28,4,0,0.0384,15.67,3.57,0
Zepto,Sunfeast,Sponsored_Brands,9620.31,39355,721,47,8582.54,6,1,0.0183,0.89,13.34,1
Blinkit,Knorr,Sponsored_Display,3321.62,40737,332,5,749.54,5,1,0.0081,0.23,10.0,1
Swiggy,Oreo,Sponsored_Brands,29596.02,189929,4821,238,31253.68,4,0,0.0254,1.06,6.14,1
Zepto,Sunfeast,Sponsored_Brands,42097.23,199929,4029,226,43330.3,6,1,0.0202,1.03,10.45,1
Swiggy,Sunfeast,Sponsored_Products,1366.16,10496,461,37,7160.57,5,1,0.0439,5.24,2.96,0
Zepto,Bingo,Sponsored_Products,2925.73,18012,707,38,3692.56,6,1,0.0393,1.26,4.14,1
Swiggy,Oreo,Sponsored_Brands,28852.13,162220,3374,115,14169.04,3,0,0.0208,0.49,8.55,1
Blinkit,Dove,Sponsored_Brands,41065.04,240246,4150,149,82408.01,0,0,0.0173,2.01,9.9,1
Blinkit,Bingo,Sponsored_Brands,16673.58,76510,1939,115,10259.53,0,0,0.0253,0.62,8.6,1
Blinkit,Dove,Sponsored_Brands,17805.91,82237,1718,107,65200.22,5,1,0.0209,3.66,10.36,0
Zepto,Ariel,Sponsored_Products,30019.15,218554,8627,468,308097.12,6,1,0.0395,10.26,3.48,0
Blinkit,Bingo,Sponsored_Display,14073.54,195455,1116,18,1720.58,3,0,0.0057,0.12,12.61,1
Zepto,Oreo,Sponsored_Products,1817.11,11084,352,30,3784.4,1,0,0.0318,2.08,5.16,1
Blinkit,Surf_Excel,Sponsored_Display,36893.81,432907,3993,63,52250.12,4,0,0.0092,1.42,9.24,1
Blinkit,Oreo,Sponsored_Brands,31469.67,182959,2761,104,12078.73,4,0,0.0151,0.38,11.4,1
Zepto,Oreo,Sponsored_Display,29247.42,329163,2266,58,6468.66,2,0,0.0069,0.22,12.91,1
Zepto,Dove,Sponsored_Products,37213.36,276824,9870,739,373758.58,3,0,0.0357,10.04,3.77,0
Blinkit,Dove,Sponsored_Products,33923.93,238151,10817,838,455299.37,6,1,0.0454,13.42,3.14,0
Zepto,Oreo,Sponsored_Brands,10691.16,45607,853,55,6646.07,2,0,0.0187,0.62,12.53,1
Blinkit,Oreo,Sponsored_Products,17947.81,132241,5886,625,66958.22,5,1,0.0445,3.73,3.05,0
Zepto,Oreo,Sponsored_Brands,6742.45,30921,550,31,4054.42,6,1,0.0178,0.6,12.26,1
Swiggy,Dove,Sponsored_Products,6927.92,51633,1561,142,81130.86,2,0,0.0302,11.71,4.44,0
Swiggy,Oreo,Sponsored_Products,33971.69,271301,7240,627,74153.6,0,0,0.0267,2.18,4.69,1
Swiggy,Oreo,Sponsored_Brands,43000.71,228227,4952,178,19225.39,4,0,0.0217,0.45,8.68,1
Swiggy,Ariel,Sponsored_Display,48155.26,655161,6426,150,105191.34,6,1,0.0098,2.18,7.49,1
Swiggy,Cadbury,Sponsored_Products,31603.18,275122,11051,631,155744.94,2,0,0.0402,4.93,2.86,0
Blinkit,Surf_Excel,Sponsored_Display,9613.02,140468,1274,35,25586.6,0,0,0.0091,2.66,7.55,1
Swiggy,Knorr,Sponsored_Products,5729.69,44303,1807,111,16351.19,3,0,0.0408,2.85,3.17,1
Swiggy,Surf_Excel,Sponsored_Products,40736.12,341694,9536,595,491017.55,2,0,0.0279,12.05,4.27,0
Swiggy,Cadbury,Sponsored_Products,29148.45,217432,8829,832,201519.8,5,1,0.0406,6.91,3.3,0
Swiggy,Knorr,Sponsored_Products,31105.11,310555,11983,844,127167.39,5,1,0.0386,4.09,2.6,0
Zepto,Bingo,Sponsored_Display,39182.37,402479,2297,49,4257.22,5,1,0.0057,0.11,17.06,1
Blinkit,Oreo,Sponsored_Display,35312.22,401417,2845,82,9359.38,6,1,0.0071,0.27,12.41,1
Swiggy,Cadbury,Sponsored_Products,41805.68,339771,10124,640,175182.92,4,0,0.0298,4.19,4.13,0
Swiggy,Ariel,Sponsored_Products,3282.59,29573,1056,53,33892.51,2,0,0.0357,10.32,3.11,0
Swiggy,Bingo,Sponsored_Display,37502.27,594736,5738,119,11885.85,3,0,0.0096,0.32,6.54,1
Blinkit,Oreo,Sponsored_Brands,42617.21,188219,3888,229,30529.26,2,0,0.0207,0.72,10.96,1
Zepto,Dove,Sponsored_Brands,14663.68,77573,1760,113,66375.89,4,0,0.0227,4.53,8.33,0
Blinkit,Sunfeast,Sponsored_Display,32202.14,382852,3964,62,11283.48,0,0,0.0104,0.35,8.12,1
Zepto,Cadbury,Sponsored_Products,16051.02,107718,4014,243,57882.53,4,0,0.0373,3.61,4.0,0
Swiggy,Dove,Sponsored_Products,47919.57,460983,13861,1232,653386.38,5,1,0.0301,13.64,3.46,0
Swiggy,Cadbury,Sponsored_Brands,2154.47,10570,177,7,1832.9,6,1,0.0167,0.85,12.17,1
Blinkit,Ariel,Sponsored_Brands,29199.75,130298,3256,214,131074.08,0,0,0.025,4.49,8.97,0
Blinkit,Cadbury,Sponsored_Display,8741.93,113222,711,18,4433.19,6,1,0.0063,0.51,12.3,1
Zepto,Dove,Sponsored_Brands,35754.9,147616,2507,119,67170.78,5,1,0.017,1.88,14.26,1
Zepto,Ariel,Sponsored_Display,9206.57,106496,630,12,8948.96,1,0,0.0059,0.97,14.61,1
Blinkit,Knorr,Sponsored_Brands,12151.47,62376,1190,75,11960.97,4,0,0.0191,0.98,10.21,1
Zepto,Surf_Excel,Sponsored_Brands,24971.36,115582,2722,147,102962.0,4,0,0.0236,4.12,9.17,0
Blinkit,Oreo,Sponsored_Brands,45784.33,252666,5084,285,36635.31,3,0,0.0201,0.8,9.01,1
Zepto,Cadbury,Sponsored_Products,10979.86,82223,2413,244,56563.88,2,0,0.0293,5.15,4.55,0
Blinkit,Oreo,Sponsored_Products,7639.88,64855,2642,228,26176.74,0,0,0.0407,3.43,2.89,0
Blinkit,Sunfeast,Sponsored_Products,38069.35,264855,9569,970,196035.99,6,1,0.0361,5.15,3.98,0
Blinkit,Dove,Sponsored_Brands,25280.67,133259,3389,124,69152.89,0,0,0.0254,2.74,7.46,1
Zepto,Oreo,Sponsored_Display,45633.36,556162,3844,66,8047.97,3,0,0.0069,0.18,11.87,1
Zepto,Dove,Sponsored_Display,7757.42,82538,817,18,9717.88,3,0,0.0099,1.25,9.5,1
Zepto,Oreo,Sponsored_Display,32473.43,397070,2509,36,4205.79,6,1,0.0063,0.13,12.94,1
Blinkit,Surf_Excel,Sponsored_Display,12027.52,168617,1187,22,17377.52,2,0,0.007,1.44,10.13,1
Zepto,Surf_Excel,Sponsored_Products,8259.64,53560,1607,106,82632.36,6,1,0.03,10.0,5.14,0
Zepto,Ariel,Sponsored_Products,34329.76,215517,6184,650,425506.66,6,1,0.0287,12.39,5.55,0
Blinkit,Surf_Excel,Sponsored_Brands,29887.39,140695,2962,142,110130.08,5,1,0.0211,3.68,10.09,0
Swiggy,Ariel,Sponsored_Brands,37863.96,243834,3446,151,96682.63,2,0,0.0141,2.55,10.99,1
Blinkit,Surf_Excel,Sponsored_Display,15818.4,216284,1661,29,21117.72,4,0,0.0077,1.34,9.52,1
Zepto,Surf_Excel,Sponsored_Products,22674.6,185036,4732,499,354719.22,5,1,0.0256,15.64,4.79,0
Blinkit,Surf_Excel,Sponsored_Display,20570.85,295430,1808,40,31134.45,1,0,0.0061,1.51,11.38,1
Swiggy,Dove,Sponsored_Brands,49212.43,241212,5634,272,146120.22,2,0,0.0234,2.97,8.73,1
Blinkit,Cadbury,Sponsored_Brands,14966.32,65982,1401,81,18295.48,3,0,0.0212,1.22,10.68,1
Zepto,Ariel,Sponsored_Display,15093.45,151308,1075,21,13623.46,5,1,0.0071,0.9,14.04,1
Swiggy,Oreo,Sponsored_Brands,18050.14,116835,2805,94,12431.31,2,0,0.024,0.69,6.43,1
Zepto,Surf_Excel,Sponsored_Display,28447.41,359424,2989,52,37800.88,0,0,0.0083,1.33,9.52,1
Swiggy,Dove,Sponsored_Products,12989.98,114335,3758,208,115876.41,6,1,0.0329,8.92,3.46,0
Swiggy,Dove,Sponsored_Display,45806.85,663448,6746,159,78617.78,1,0,0.0102,1.72,6.79,1
Blinkit,Dove,Sponsored_Products,13651.44,94707,3101,178,94384.97,4,0,0.0327,6.91,4.4,0
Blinkit,Ariel,Sponsored_Products,44842.88,316527,8642,553,418026.19,6,1,0.0273,9.32,5.19,0
Zepto,Cadbury,Sponsored_Brands,5622.02,24884,578,27,7007.91,0,0,0.0232,1.25,9.73,1
Blinkit,Ariel,Sponsored_Brands,32999.85,178720,4066,211,154926.1,0,0,0.0228,4.69,8.12,0
Blinkit,Oreo,Sponsored_Brands,45395.78,201487,5077,229,28924.14,1,0,0.0252,0.64,8.94,1
Swiggy,Cadbury,Sponsored_Display,8853.1,109273,848,18,4348.59,4,0,0.0078,0.49,10.44,1
Blinkit,Knorr,Sponsored_Display,48432.18,665420,5085,132,20597.42,3,0,0.0076,0.43,9.52,1
Swiggy,Bingo,Sponsored_Brands,22917.73,136216,2694,83,8333.58,5,1,0.0198,0.36,8.51,1
Swiggy,Dove,Sponsored_Display,47312.9,676009,3821,53,30375.91,4,0,0.0057,0.64,12.38,1
Swiggy,Ariel,Sponsored_Brands,34002.59,173887,2964,158,109504.15,2,0,0.017,3.22,11.47,0
Zepto,Knorr,Sponsored_Display,15428.55,172964,1091,21,3363.44,0,0,0.0063,0.22,14.14,1
Zepto,Sunfeast,Sponsored_Products,9820.97,62329,2300,144,26356.22,2,0,0.0369,2.68,4.27,1
Zepto,Ariel,Sponsored_Products,15534.88,112042,3027,228,136103.07,3,0,0.027,8.76,5.13,0
Swiggy,Surf_Excel,Sponsored_Brands,5104.36,29091,514,30,22506.43,2,0,0.0177,4.41,9.93,0
Zepto,Bingo,Sponsored_Display,7621.46,85829,771,13,1277.24,4,0,0.009,0.17,9.89,1
Zepto,Surf_Excel,Sponsored_Display,5680.69,58717,432,6,4427.14,2,0,0.0074,0.78,13.15,1
Blinkit,Cadbury,Sponsored_Products,21435.71,166121,4743,455,124213.06,3,0,0.0286,5.79,4.52,0
Zepto,Bingo,Sponsored_Products,39881.13,254635,8954,714,72513.44,3,0,0.0352,1.82,4.45,1
Zepto,Ariel,Sponsored_Brands,7498.49,31392,551,28,17887.71,3,0,0.0176,2.39,13.61,1
Swiggy,Oreo,Sponsored_Products,6950.86,59692,2505,230,25820.3,4,0,0.042,3.71,2.77,0
Swiggy,Knorr,Sponsored_Brands,32349.73,162125,2609,127,17066.89,3,0,0.0161,0.53,12.4,1
Swiggy,Oreo,Sponsored_Products,10260.56,76539,2037,139,16686.28,0,0,0.0266,1.63,5.04,1
Swiggy,Ariel,Sponsored_Products,5331.7,41024,1210,62,42524.62,6,1,0.0295,7.98,4.41,0
Swiggy,Cadbury,Sponsored_Display,8759.0,115681,666,9,2266.74,3,0,0.0058,0.26,13.15,1
Swiggy,Surf_Excel,Sponsored_Products,46224.7,356806,9181,529,433390.79,2,0,0.0257,9.38,5.03,0
Zepto,Bingo,Sponsored_Products,41162.83,271331,7688,662,61118.95,5,1,0.0283,1.48,5.35,1
Swiggy,Oreo,Sponsored_Brands,18026.2,91152,1936,80,9785.21,2,0,0.0212,0.54,9.31,1
Swiggy,Ariel,Sponsored_Products,32963.13,313158,10321,662,452759.27,5,1,0.033,13.74,3.19,0
Blinkit,Oreo,Sponsored_Brands,27095.15,136189,3443,162,19660.69,2,0,0.0253,0.73,7.87,1
Zepto,Ariel,Sponsored_Products,34017.65,234646,8444,464,302034.13,4,0,0.036,8.88,4.03,0
Zepto,Surf_Excel,Sponsored_Products,34292.22,208563,6460,656,501238.61,2,0,0.031,14.62,5.31,0
Zepto,Bingo,Sponsored_Brands,31622.33,141885,3418,217,17911.47,4,0,0.0241,0.57,9.25,1
Swiggy,Knorr,Sponsored_Display,13672.02,199764,1159,22,3492.33,4,0,0.0058,0.26,11.8,1
Swiggy,Surf_Excel,Sponsored_Brands,2430.82,12597,271,11,7818.04,3,0,0.0215,3.22,8.97,0
Swiggy,Oreo,Sponsored_Brands,23050.56,115747,2573,77,8340.37,0,0,0.0222,0.36,8.96,1
Blinkit,Knorr,Sponsored_Brands,44603.21,218404,5040,202,32529.9,5,1,0.0231,0.73,8.85,1
Swiggy,Ariel,Sponsored_Display,28690.11,376989,3869,49,34647.96,3,0,0.0103,1.21,7.42,1
Blinkit,Knorr,Sponsored_Products,41703.36,331438,14046,1588,240747.98,3,0,0.0424,5.77,2.97,0
Zepto,Ariel,Sponsored_Brands,49585.4,212141,5090,187,134792.83,6,1,0.024,2.72,9.74,1
Swiggy,Surf_Excel,Sponsored_Brands,8599.0,48491,926,42,34469.18,4,0,0.0191,4.01,9.29,0
Blinkit,Oreo,Sponsored_Display,34742.99,382311,2472,63,8175.98,4,0,0.0065,0.24,14.05,1
Blinkit,Cadbury,Sponsored_Brands,33877.53,164123,3410,235,60167.54,5,1,0.0208,1.78,9.93,1
Swiggy,Oreo,Sponsored_Products,49007.79,379213,12588,750,95998.81,2,0,0.0332,1.96,3.89,1
Zepto,Ariel,Sponsored_Display,49287.24,512657,3519,46,30002.24,2,0,0.0069,0.61,14.01,1
Zepto,Dove,Sponsored_Products,34490.59,224092,6789,522,257768.34,3,0,0.0303,7.47,5.08,0
Zepto,Bingo,Sponsored_Products,12558.93,80986,2242,198,19654.93,1,0,0.0277,1.57,5.6,1
Blinkit,Sunfeast,Sponsored_Display,40028.51,457654,2802,51,10117.42,1,0,0.0061,0.25,14.29,1
Blinkit,Cadbury,Sponsored_Brands,5797.94,27825,611,32,7478.12,2,0,0.022,1.29,9.49,1
Blinkit,Knorr,Sponsored_Products,39144.62,285790,9839,1108,157447.59,1,0,0.0344,4.02,3.98,0
Blinkit,Cadbury,Sponsored_Products,45554.71,315172,12997,1156,260030.17,6,1,0.0412,5.71,3.51,0
Zepto,Bingo,Sponsored_Products,19450.25,129926,4234,418,42258.74,2,0,0.0326,2.17,4.59,1
Swiggy,Knorr,Sponsored_Products,31716.45,281419,11556,746,99576.01,4,0,0.0411,3.14,2.74,0
Blinkit,Bingo,Sponsored_Display,21792.07,282072,2803,50,4434.87,3,0,0.0099,0.2,7.77,1
Blinkit,Knorr,Sponsored_Display,22169.37,323168,3029,58,8225.09,0,0,0.0094,0.37,7.32,1
Zepto,Cadbury,Sponsored_Products,15863.36,124379,4489,302,65831.83,3,0,0.0361,4.15,3.53,0
Swiggy,Knorr,Sponsored_Brands,38225.42,240049,3566,190,27971.26,2,0,0.0149,0.73,10.72,1
Swiggy,Knorr,Sponsored_Products,46840.74,410399,18061,1674,272007.31,6,1,0.044,5.81,2.59,0
